"labid.y","speciesid_osu","speciessimpleidgroomed.y","species","genus","family","order","class","phylum","reps","numreads","totalreads","pidmatch","lineage","scatseason"
"YOS0115","Urocyon cinereoargenteus","Peromyscus boylii","Peromyscus boylii","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,21725,21725,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus boylii","summer"
"YOS0116","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,15272,15272,100,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0118","Urocyon cinereoargenteus","Passerellidae","","","Passerellidae","Passeriformes","Aves","Chordata",3,24821,24821,100,"Chordata,Aves,Passeriformes,Passerellidae","summer"
"YOS0118","Urocyon cinereoargenteus","Pipilo maculatus","Pipilo maculatus","Pipilo","Passerellidae","Passeriformes","Aves","Chordata",3,24821,24821,100,"Chordata,Aves,Passeriformes,Passerellidae,Pipilo,Pipilo maculatus","summer"
"YOS0118","Urocyon cinereoargenteus","Tamias sp.","","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",3,24821,24821,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,","summer"
"YOS0119","Lynx rufus","Tamias sp.","","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",6,22848,11424,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,","summer"
"YOS0120","Urocyon cinereoargenteus","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,9365,9365,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0121","Urocyon cinereoargenteus","Tamias sp.","","Tamias","Sciuridae","Rodentia","Mammalia","Chordata",3,65003,65003,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Tamias,","summer"
"YOS0122","Martes caurina","Oreortyx pictus","Oreortyx pictus","Oreortyx","Odontophoridae","Galliformes","Aves","Chordata",3,38183,38183,100,"Chordata,Aves,Galliformes,Odontophoridae,Oreortyx,Oreortyx pictus","summer"
"YOS0123","Urocyon cinereoargenteus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",12,284984,71246,96.673,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0123","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,71246,71246,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0124","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,9178,9178,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0125","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",12,496172,124043,99.495,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0126","Urocyon cinereoargenteus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",18,127422,21237,96.6055,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0127","Urocyon cinereoargenteus","Oreortyx pictus","Oreortyx pictus","Oreortyx","Odontophoridae","Galliformes","Aves","Chordata",3,21874,21874,100,"Chordata,Aves,Galliformes,Odontophoridae,Oreortyx,Oreortyx pictus","summer"
"YOS0127","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,21874,21874,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0128","Urocyon cinereoargenteus","Pipilo maculatus","Pipilo maculatus","Pipilo","Passerellidae","Passeriformes","Aves","Chordata",3,9384,9384,100,"Chordata,Aves,Passeriformes,Passerellidae,Pipilo,Pipilo maculatus","summer"
"YOS0128","Urocyon cinereoargenteus","Thomomys sp.","","Thomomys","Geomyidae","Rodentia","Mammalia","Chordata",3,9384,9384,97.959,"Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,","summer"
"YOS0129","Urocyon cinereoargenteus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",6,18568,9284,95.939,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0130","Urocyon cinereoargenteus","Oreortyx pictus","Oreortyx pictus","Oreortyx","Odontophoridae","Galliformes","Aves","Chordata",2,2026,2026,100,"Chordata,Aves,Galliformes,Odontophoridae,Oreortyx,Oreortyx pictus","summer"
"YOS0131","Urocyon cinereoargenteus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,5923,5923,95.918,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0131","Urocyon cinereoargenteus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,5923,5923,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0131","Urocyon cinereoargenteus","Plestiodon gilberti","Plestiodon gilberti","Plestiodon","Scincidae","Squamata","Reptilia","Chordata",3,5923,5923,99,"Chordata,Reptilia,Squamata,Scincidae,Plestiodon,Plestiodon gilberti","summer"
"YOS0131","Urocyon cinereoargenteus","Taricha granulosa","Taricha granulosa","Taricha","Salamandridae","Urodela","Amphibia","Chordata",3,5923,5923,100,"Chordata,Amphibia,Urodela,Salamandridae,Taricha,Taricha granulosa","summer"
"YOS0132","Martes caurina","Peromyscus boylii","Peromyscus boylii","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,4035,4035,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus boylii","summer"
"YOS0133","Martes caurina","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,515,515,95.918,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0134","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,15656,15656,95.918,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0134","Lynx rufus","Sciurus griseus","Sciurus griseus","Sciurus","Sciuridae","Rodentia","Mammalia","Chordata",3,15656,15656,100,"Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus griseus","summer"
"YOS0135","Puma concolor","Erethizon dorsatum","Erethizon dorsatum","Erethizon","Erethizontidae","Rodentia","Mammalia","Chordata",3,22363,22363,100,"Chordata,Mammalia,Rodentia,Erethizontidae,Erethizon,Erethizon dorsatum","summer"
"YOS0136","Lynx rufus","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,349,349,100,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0137","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",15,77405,15481,96.3348,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0139","Puma concolor","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,3426,3426,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0140","Lynx rufus","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",3,8484,8484,100,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0140","Lynx rufus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",6,16968,8484,97.98,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0141","Lynx rufus","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,14678,14678,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0142","Puma concolor","Ursus americanus","Ursus americanus","Ursus","Ursidae","Carnivora","Mammalia","Chordata",6,31166,15583,100,"Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus","summer"
"YOS0144","Canis latrans","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",3,26731,26731,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0144","Canis latrans","Microtus montanus","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",6,53462,26731,98.485,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus montanus","summer"
"YOS0144","Canis latrans","Microtus sp.","","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",6,53462,26731,96.48,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,","summer"
"YOS0145","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,36597,12199,99.3333333333333,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0147","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,63010,31505,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0147","Canis latrans","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,31505,31505,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0148","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,59942,29971,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0149","Martes caurina","Neotoma cinerea","Neotoma cinerea","Neotoma","Cricetidae","Rodentia","Mammalia","Chordata",3,7718,7718,100,"Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,Neotoma cinerea","summer"
"YOS0150","Canis latrans","Thomomys sp.","","Thomomys","Geomyidae","Rodentia","Mammalia","Chordata",6,4822,2411,97.938,"Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,","summer"
"YOS0151","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,99766,49883,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0152","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,19869,6623,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0153","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,19968,19968,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0154","Canis latrans","Callospermophilus lateralis","Callospermophilus lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata",6,54296,27148,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Callospermophilus,Callospermophilus lateralis","summer"
"YOS0154","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,27148,27148,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0154","Canis latrans","Peromyscus sp.","","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata",3,27148,27148,100,"Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,","summer"
"YOS0155","Lynx rufus","Lepus townsendii","Lepus townsendii","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata",3,5531,5531,100,"Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus townsendii","summer"
"YOS0155","Lynx rufus","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,5531,5531,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0157","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",9,113928,37976,99.6633333333333,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0158","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,138388,69194,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0160","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,56648,28324,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0161","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,13550,13550,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0161","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,13550,13550,100,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0162","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,6842,3421,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0163","Lynx rufus","Passeriformes","","","","Passeriformes","Aves","Chordata",3,106050,106050,100,"Chordata,Aves,Passeriformes","summer"
"YOS0163","Lynx rufus","Tamiasciurus douglasii","Tamiasciurus douglasii","Tamiasciurus","Sciuridae","Rodentia","Mammalia","Chordata",3,106050,106050,100,"Chordata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,Tamiasciurus douglasii","summer"
"YOS0164","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",12,269608,67402,98.745,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0165","Canis latrans","Dendragapus fuliginosus","Dendragapus fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata",3,60252,60252,100,"Chordata,Aves,Galliformes,Phaisianidae,Dendragapus,Dendragapus fuliginosus","summer"
"YOS0165","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,180756,60252,98.9933333333333,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0166","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,90942,30314,98.9933333333333,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0167","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,26000,13000,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0168","Canis latrans","Lepus americanus","Lepus americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata",3,36345,36345,97.98,"Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus americanus","summer"
"YOS0168","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,36345,36345,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0169","Canis latrans","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",3,388,388,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0170","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,64505,64505,100,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0170","Martes caurina","Ochotona princeps","Ochotona princeps","Ochotona","Ochotonidae","Lagomorpha","Mammalia","Chordata",6,129010,64505,100,"Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps","summer"
"YOS0171","Martes caurina","Ochotona princeps","Ochotona princeps","Ochotona","Ochotonidae","Lagomorpha","Mammalia","Chordata",9,176928,58976,99.3266666666667,"Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps","summer"
"YOS0172","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,32564,16282,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0173","Martes caurina","Junco hyemalis","Junco hyemalis","Junco","Passerellidae","Passeriformes","Aves","Chordata",3,75197,75197,100,"Chordata,Aves,Passeriformes,Passerellidae,Junco,Junco hyemalis","summer"
"YOS0173","Martes caurina","Microtus longicaudus","Microtus longicaudus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",6,150394,75197,98.9585,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus longicaudus","summer"
"YOS0174","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,4815,1605,99.6666666666667,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0175","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,94864,47432,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0176","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",9,146817,48939,99.6666666666667,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0177","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,98266,49133,99.495,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0177","Canis latrans","Oncorhynchus sp.","","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata",3,49133,49133,98.99,"Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,","summer"
"YOS0178","Canis latrans","Oncorhynchus sp.","","Oncorhynchus","Salmonidae","Salmoniformes","Actinopterygii","Chordata",6,61110,30555,99.495,"Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,","summer"
"YOS0178","Canis latrans","Salvelinus sp.","","Salvelinus","Salmonidae","Salmoniformes","Actinopterygii","Chordata",3,30555,30555,100,"Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,","summer"
"YOS0179","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",3,6031,6031,99,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0180","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",15,535745,107149,98.996,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0181","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,121174,60587,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0183","Canis latrans","Odocoileus sp.","","Odocoileus","Cervidae","Artiodactyla","Mammalia","Chordata",6,65924,32962,99.5,"Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,","summer"
"YOS0186","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",6,31432,15716,98.99,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0186","Canis latrans","Microtus montanus","Microtus montanus","Microtus","Cricetidae","Rodentia","Mammalia","Chordata",3,15716,15716,98.99,"Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus montanus","summer"
"YOS0187","Canis latrans","Marmota flaviventris","Marmota flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata",3,6108,6108,100,"Chordata,Mammalia,Rodentia,Sciuridae,Marmota,Marmota flaviventris","summer"
"YOS0187","Canis latrans","Urocitellus beldingi","Urocitellus beldingi","Urocitellus","Sciuridae","Rodentia","Mammalia","Chordata",3,6108,6108,100,"Chordata,Mammalia,Rodentia,Sciuridae,Urocitellus,Urocitellus beldingi","summer"
